id,domain,question_group,gold_answer_mode,gold_missing_facts,question,gold_mode_reason
THUE-097,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục hoàn thuế GTGT.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-098,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục điều chỉnh tờ khai bổ sung.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-099,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục đăng ký người phụ thuộc giảm trừ gia cảnh.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-100,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục chấm dứt hiệu lực mã số thuế.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-101,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục khấu trừ và nộp thay thuế TNCN.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-102,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục nộp lệ phí môn bài.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-103,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục khai thuế nhà thầu trong trường hợp có nhà cung cấp nước ngoài.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-104,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục đối chiếu nghĩa vụ thuế trước khi giải thể.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-105,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục phát hành hóa đơn cho hàng khuyến mại.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-106,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục xử lý hàng biếu tặng về thuế GTGT.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-107,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi không có doanh thu có phải nộp tờ khai thuế không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-108,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi mới thành lập chưa phát sinh hóa đơn có phải khai thuế không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-109,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi chi phí không có hóa đơn có được tính vào chi phí hợp lý không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-110,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi mượn hóa đơn đầu vào có rủi ro gì. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-111,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi trả lương tiền mặt có được tính chi phí không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-112,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi chậm nộp tờ khai có bị phạt không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-113,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi khai sai thuế nhưng tự phát hiện trước có bị xử lý thế nào. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-114,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi tạm ngừng kinh doanh có phải nộp lệ phí môn bài không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-115,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi hàng biếu tặng có phải xuất hóa đơn không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-116,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi thu tiền trước nhưng chưa giao hàng có phải lập hóa đơn không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-117,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi chi phí tiếp khách có bị khống chế không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-118,thue,reasoning,A+B,available_documents|competent_authority_or_responsible_party,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi khấu hao tài sản mua không đủ hồ sơ có được trừ không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
THUE-119,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi doanh nghiệp lỗ có phải quyết toán thuế không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-120,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi mua hàng của cá nhân không kinh doanh thì xử lý chứng từ thế nào. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-121,thue,reasoning,A+B,effective_date|employment_status|social_insurance_closing_status,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi nhân viên nghỉ việc giữa năm ai quyết toán thuế TNCN. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
THUE-122,thue,reasoning,A,,"Trong quá trình hoạt động, công ty tôi phát sinh một vướng mắc về thuế. Cụ thể, tôi muốn hỏi ủy quyền quyết toán thuế TNCN khi nào được. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
THUE-123,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết ai là người nộp thuế GTGT theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-124,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết căn cứ tính thuế TNDN gồm những gì theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-125,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết thời hạn góp thuế theo thông báo của cơ quan thuế theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-126,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết thời hạn nộp hồ sơ khai thuế theo tháng theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-127,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết thời hạn nộp hồ sơ khai thuế theo quý theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-128,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết đối tượng không chịu thuế GTGT là gì theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-129,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết điều kiện khấu trừ thuế GTGT đầu vào là gì theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-130,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết điều kiện hoàn thuế GTGT là gì theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-131,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết ai phải khấu trừ thuế TNCN theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-132,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết thu nhập nào từ tiền lương phải chịu thuế TNCN theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-133,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết chi phí nào thường không được trừ khi tính thuế TNDN theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-134,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết có bắt buộc dùng hóa đơn điện tử không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-135,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết khi nào phải lập hóa đơn theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-136,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết hóa đơn sai mã số thuế người mua xử lý thế nào theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-137,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết có được hủy hóa đơn điện tử đã lập không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-138,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết doanh nghiệp ngừng hoạt động có bị kiểm tra thuế không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-139,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết kỳ tính thuế TNDN là năm hay quý theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-140,thue,factual,A,,Tôi cần hỏi ngắn gọn một vấn đề cụ thể về thuế. Xin luật sư cho biết có được chuyển lỗ khi tính thuế TNDN không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
LIEN_NGANH-141,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,"Hiện tôi đang vận hành doanh nghiệp và đang gặp một vài vấn đề đăng ký kinh doanh và thuế. Xin luật sư cho tôi hỏi: mở công ty xong thì phải làm những việc gì về thuế ngay trong tháng đầu? Xử lý theo trình tự nào để hồ sơ doanh nghiệp và nghĩa vụ thuế khớp nhau, tránh phát sinh sai sót về sau?",Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-142,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: đăng ký vốn điều lệ cao nhưng doanh thu thấp có ảnh hưởng gì đến nghĩa vụ thuế không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-143,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: khi công ty đổi địa chỉ sang quận khác thì hồ sơ doanh nghiệp và hồ sơ thuế cần làm gì?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-144,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: khi tôi tạm ngừng kinh doanh rồi thì có phải nộp tờ khai thuế và lệ phí môn bài nữa không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-145,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: khi giải thể công ty thì phải chốt những nghĩa vụ thuế nào trước khi nộp hồ sơ giải thể?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-146,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: mua lại công ty đang hoạt động thì người nhận chuyển nhượng cần kiểm tra rủi ro thuế gì?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-147,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: chi nhánh bán hàng trực tiếp thì phải đăng ký và kê khai thuế như thế nào?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-148,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: văn phòng đại diện không kinh doanh có phát sinh nghĩa vụ thuế nào không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-149,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty mới thành lập chưa có doanh thu nhưng đã thuê nhân viên thì phải khai những loại thuế nào?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-150,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: góp vốn bằng tài sản vào công ty có phát sinh hóa đơn hoặc nghĩa vụ thuế gì không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-151,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: chuyển nhượng phần vốn góp trong công ty thì cá nhân chuyển nhượng có phải nộp thuế không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-152,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty thuê giám đốc ngoài không góp vốn thì tiền lương trả cho giám đốc xử lý thuế ra sao?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-153,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: đặt trụ sở tại nhà thuê của cá nhân thì cần hồ sơ gì để vừa hợp lệ về doanh nghiệp vừa hợp lệ về thuế?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-154,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: kinh doanh thêm ngành nghề mới nhưng chưa cập nhật đăng ký doanh nghiệp thì có rủi ro gì về thuế và hóa đơn?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-155,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty dùng căn hộ chung cư làm địa chỉ đăng ký thì có thể gặp rủi ro gì đồng thời về đăng ký doanh nghiệp và thuế?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-156,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: thay đổi người đại diện theo pháp luật có làm thay đổi tài khoản giao dịch với cơ quan thuế không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-157,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp tạm ngừng rồi quay lại hoạt động thì việc dùng tiếp hóa đơn điện tử xử lý thế nào?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-158,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: sáp nhập hoặc chuyển đổi loại hình doanh nghiệp có ảnh hưởng gì tới mã số thuế và nghĩa vụ kê khai đang dở dang?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-159,lien_nganh,cross_domain,A+B,actual_labor_relation|contract_duration|management_supervision|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp thuê cộng tác viên thường xuyên thì nên ký loại hợp đồng nào để vừa đúng luật doanh nghiệp vừa đúng thuế?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-160,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty không treo biển hiệu tại trụ sở thì có thể bị ảnh hưởng gì khi cơ quan thuế kiểm tra địa chỉ hoạt động?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-161,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: bổ sung ngành nghề kinh doanh rồi mới xuất hóa đơn có an toàn hơn không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-162,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp bị cơ quan thuế khóa mã số thuế thì có làm được thủ tục thay đổi đăng ký doanh nghiệp không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-163,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty có nhiều người đại diện theo pháp luật thì ai chịu trách nhiệm ký hồ sơ thuế?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-164,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: chuyển trụ sở sang tỉnh khác thì việc chốt nghĩa vụ thuế và thay đổi đăng ký doanh nghiệp làm trước hay sau?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-165,lien_nganh,cross_domain,A+B,available_documents|competent_authority_or_responsible_party|relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: mua xe ô tô đứng tên công ty thì hồ sơ doanh nghiệp và điều kiện chi phí thuế cần chuẩn bị thế nào?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-166,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: chủ công ty rút tiền công ty dùng việc riêng có ảnh hưởng gì về quản trị doanh nghiệp và thuế không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-167,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty TNHH một thành viên do cá nhân làm chủ có phải nộp thuế TNCN khi rút lợi nhuận không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-168,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp mở thêm địa điểm kinh doanh ở tỉnh khác thì khai thuế và quản lý hóa đơn ra sao?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-169,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: đổi tên công ty thì hóa đơn điện tử đang dùng có phải chỉnh sửa hay phát hành lại không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-170,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: bán toàn bộ công ty cho người khác thì nghĩa vụ thuế cũ có chuyển sang người mua không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-171,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp giải thể nhưng còn hóa đơn chưa sử dụng thì xử lý thế nào?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-172,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: thành viên góp vốn chưa góp đủ vốn mà công ty vẫn hoạt động và xuất hóa đơn thì có rủi ro gì?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-173,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: công ty có doanh thu online trên sàn thương mại điện tử thì cần lưu ý gì đồng thời về đăng ký ngành nghề và thuế?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
LIEN_NGANH-174,lien_nganh,cross_domain,A+B,relevant_domain_priority|facts_for_each_legal_domain,Xin luật sư cho tôi hỏi: doanh nghiệp thuê nhà của giám đốc làm trụ sở thì chi phí thuê nhà có được trừ không?,Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
